step,train_loss,train_accuracy,valid_loss,valid_mean_token_accuracy
990,1.32041,0.65081,,
991,1.92955,0.56379,,
992,1.96976,0.55953,,
993,1.11706,0.69766,,
994,1.26096,0.67226,,
995,1.19697,0.67007,,
996,1.58207,0.58307,,
997,1.42747,0.63196,,
998,1.17896,0.69636,,
999,1.27127,0.67155,,
1000,1.06181,0.72037,,
1001,1.68117,0.57396,,
1002,1.18079,0.681,,
1003,1.31109,0.65163,,
1004,0.98689,0.74244,,
1005,0.74838,0.7912,,
1006,0.86047,0.76734,,
1007,1.0267,0.74682,,
1008,1.24783,0.68537,,
1009,0.65149,0.8235,,
1010,0.86091,0.76904,,
1011,0.63776,0.8286,,
1012,0.79919,0.77267,,
1013,0.89027,0.7494,,
1014,1.19458,0.69278,,
1015,0.87936,0.75284,,
1016,0.68267,0.79612,,
1017,0.7808,0.77073,,
1018,0.94381,0.71397,,
1019,0.8606,0.76628,,
1020,0.60383,0.83978,,
1021,0.8083,0.77293,,
1022,0.84765,0.79155,,
1023,0.48933,0.85432,,
1024,0.78176,0.77517,,
1025,0.86609,0.74895,,
1026,0.54323,0.84167,,
1027,0.57653,0.83721,,
1028,0.62864,0.80872,,
1029,0.53747,0.85494,,
1030,0.79986,0.78034,,
1031,1.01325,0.69728,,
1032,0.67682,0.79776,,
1033,1.071,0.70274,,
1034,1.07657,0.70125,,
1035,0.90003,0.74894,,
1036,0.65822,0.81268,,
1037,0.88433,0.75437,,
1038,0.81879,0.76242,,
1039,0.8864,0.76477,,
1040,1.02817,0.72519,,
1041,0.90115,0.74516,,
1042,0.60475,0.82909,,
1043,0.78608,0.78583,,
1044,0.83433,0.76421,,
1045,0.69642,0.80511,,
1046,0.70781,0.7991,,
1047,0.54527,0.84636,,
1048,0.85014,0.80392,,
1049,0.81352,0.76259,,
1050,0.78528,0.79731,,
1051,0.75478,0.7877,,
1052,0.93109,0.75068,,
1053,0.71874,0.79656,,
1054,0.63593,0.82683,,
1055,0.81007,0.77736,,
1056,0.53938,0.84599,,
1057,0.8454,0.76302,,
1058,0.66693,0.81261,,
1059,0.68004,0.81077,,
1060,0.90248,0.74801,,
1061,1.00211,0.73743,,
1062,1.06235,0.71883,,
1063,0.84771,0.76634,,
1064,0.64466,0.80957,,
1065,0.8361,0.74328,,
1066,0.51933,0.87049,,
1067,0.67613,0.80895,,
1068,0.75552,0.79802,,
1069,0.7733,0.79396,,
1070,1.05536,0.71842,,
1071,0.62669,0.81275,,
1072,0.62969,0.81836,,
1073,0.8398,0.76436,,
1074,0.54262,0.84061,,
1075,0.93007,0.75392,,
1076,0.67141,0.82435,,
1077,1.5964,0.60768,,
1078,0.62923,0.82261,,
1079,0.4971,0.86995,,
1080,0.47117,0.86493,,
1081,0.50163,0.8454,,
1082,0.80008,0.76504,,
1083,0.55584,0.83722,,
1084,0.91543,0.74629,,
1085,1.06373,0.73138,,
1086,0.93501,0.76126,,
1087,0.971,0.75527,,
1088,0.74828,0.79804,,
1089,1.05694,0.72505,,
1090,1.06428,0.71961,,
1091,0.95853,0.73643,,
1092,0.64332,0.81955,,
1093,0.56207,0.83253,,
1094,0.76773,0.78261,,
1095,0.7426,0.79284,,
1096,0.58339,0.84397,,
1097,0.5754,0.83846,,
1098,0.80666,0.77924,,
1099,1.14325,0.68066,,
1100,0.58243,0.82656,,
1101,0.6876,0.80978,,
1102,0.76177,0.80251,,
1103,0.52904,0.83656,,
1104,0.81261,0.76058,,
1105,0.71161,0.80504,,
1106,0.91137,0.74633,,
1107,1.09295,0.70248,,
1108,1.07426,0.71514,,
1109,0.67536,0.80992,,
1110,0.7103,0.79517,,
1111,1.15246,0.69035,,
1112,0.59676,0.83707,,
1113,0.85794,0.75882,,
1114,0.90952,0.73555,,
1115,1.0827,0.69655,,
1116,0.7613,0.77851,,
1117,0.74107,0.79323,,
1118,0.54387,0.85375,,
1119,0.82058,0.76542,,
1120,0.74631,0.80576,,
1121,0.57476,0.83411,,
1122,0.75976,0.78514,,
1123,0.63014,0.81561,,
1124,0.63986,0.8257,,
1125,0.6753,0.79966,,
1126,0.57645,0.83859,,
1127,0.88101,0.74408,,
1128,0.78683,0.76545,,
1129,1.20829,0.68023,,
1130,1.15526,0.69781,,
1131,0.86242,0.76035,,
1132,0.56989,0.85224,,
1133,0.5395,0.85658,,
1134,0.84143,0.76193,,
1135,0.95577,0.74761,,
1136,0.59942,0.81715,,
1137,0.86879,0.77452,,
1138,0.71027,0.80648,,
1139,0.69348,0.80308,,
1140,0.7035,0.81134,,
1141,0.64867,0.82326,,
1142,0.71223,0.8018,,
1143,1.42548,0.66267,,
1144,0.62381,0.84145,,
1145,1.07053,0.70966,,
1146,0.64467,0.80727,,
1147,0.72194,0.81103,,
1148,0.89188,0.73647,,
1149,0.66315,0.8083,,
1150,0.76308,0.78836,,
1151,0.78102,0.78017,,
1152,0.62203,0.8351,,
1153,0.7878,0.78655,,
1154,0.70661,0.82205,,
1155,0.75762,0.78511,,
1156,0.47449,0.86216,,
1157,0.63426,0.81405,,
1158,0.62752,0.81665,,
1159,0.5603,0.83227,,
1160,0.96866,0.75693,,
1161,1.07557,0.70491,,
1162,1.12573,0.72046,,
1163,1.02986,0.71615,,
1164,0.51554,0.85167,,
1165,0.49389,0.87042,,
1166,0.79932,0.78426,,
1167,0.47318,0.87755,,
1168,0.56842,0.82801,,
1169,0.87923,0.76332,,
1170,0.73385,0.78941,,
1171,0.88516,0.77814,,
1172,0.63679,0.82043,,
1173,0.35793,0.9067,,
1174,0.44898,0.87394,,
1175,0.7287,0.79559,,
1176,0.54933,0.85287,,
1177,0.34757,0.90892,,
1178,0.47688,0.86627,,
1179,0.83729,0.77514,,
1180,0.8213,0.76062,,
1181,0.48406,0.87538,,
1182,0.8025,0.77604,,
1183,0.72678,0.79726,,
1184,0.65374,0.81148,,
1185,0.7171,0.82792,,
1186,0.6682,0.8136,,
1187,0.66394,0.81851,,
1188,0.66246,0.81963,,
1189,0.73573,0.80347,,
1190,0.84064,0.7769,,
1191,0.53138,0.8577,,
1192,0.82958,0.78205,,
1193,0.92377,0.75862,,
1194,0.89753,0.76988,,
1195,0.68036,0.82007,,
1196,0.81452,0.77864,,
1197,0.88661,0.78044,,
1198,0.56063,0.8499,,
1199,0.83187,0.79425,,
1200,1.06701,0.72574,,
1201,0.49573,0.86967,,
1202,0.47374,0.87274,,
1203,0.77304,0.79139,,
1204,0.63526,0.8136,,
1205,0.31795,0.91162,,
1206,0.74625,0.8287,,
1207,0.50674,0.86132,,
1208,0.69683,0.81472,,
1209,0.56223,0.85644,,
1210,0.86427,0.79178,,
1211,0.75623,0.77978,,
1212,0.81991,0.78294,,
1213,0.7807,0.78059,,
1214,0.74475,0.78588,,
1215,0.81753,0.80625,,
1216,0.81921,0.80269,,
1217,0.64746,0.82512,,
1218,0.84125,0.77733,,
1219,1.03371,0.71477,,
1220,0.51566,0.85007,,
1221,0.69356,0.81716,,
1222,0.70882,0.81112,,
1223,0.73042,0.78143,,
1224,0.48297,0.85886,,
1225,0.56385,0.84238,,
1226,1.05463,0.7305,,
1227,1.05668,0.70724,,
1228,0.46426,0.87481,,
1229,0.67495,0.81558,,
1230,0.85552,0.79222,,
1231,0.86104,0.77106,,
1232,0.45987,0.88119,,
1233,0.50888,0.85694,,
1234,0.81154,0.76791,,
1235,0.87315,0.75946,,
1236,0.77389,0.79049,,
1237,0.86027,0.76859,,
1238,0.61973,0.83253,,
1239,0.85561,0.76769,,
1240,0.72664,0.80794,,
1241,0.49421,0.85742,,
1242,0.81678,0.77196,,
1243,0.9375,0.74134,,
1244,0.6231,0.82342,,
1245,0.9383,0.73708,,
1246,0.9507,0.75479,,
1247,0.41857,0.88708,,
1248,0.85897,0.76394,,
1249,1.20584,0.70367,,
1250,1.05651,0.75071,,
1251,0.63993,0.80752,,
1252,0.97018,0.74044,,
1253,0.47525,0.88161,,
1254,0.81423,0.76799,,
1255,1.24843,0.67568,,
1256,0.92291,0.76121,,
1257,0.83716,0.77249,,
1258,0.77855,0.79559,,
1259,0.88692,0.77769,,
1260,1.18532,0.70851,,
1261,0.83911,0.81501,,
1262,0.58746,0.83942,,
1263,0.69854,0.82696,,
1264,0.97208,0.76726,,
1265,0.66753,0.81745,,
1266,0.68216,0.82989,,
1267,0.85715,0.74829,,
1268,0.77167,0.78155,,
1269,0.40514,0.89333,,
1270,0.89184,0.76724,,
1271,1.24029,0.74766,,
1272,0.36546,0.90963,,
1273,0.3634,0.90091,,
1274,0.41353,0.89814,,
1275,0.70475,0.80914,,
1276,0.42271,0.88444,,
1277,0.73201,0.81565,,
1278,0.66522,0.80733,,
1279,0.96246,0.74494,,
1280,0.58139,0.85427,,
1281,0.62197,0.81571,,
1282,0.60975,0.83599,,
1283,0.69407,0.81527,,
1284,0.68452,0.82454,,
1285,0.45631,0.87507,,
1286,0.64573,0.82074,,
1287,0.64843,0.84316,,
1288,0.54837,0.84656,,
1289,0.5227,0.87393,,
1290,0.34475,0.90544,,
1291,0.70548,0.82617,,
1292,0.40631,0.8772,,
1293,0.61877,0.83456,,
1294,0.48668,0.86324,,
1295,0.81126,0.7746,,
1296,0.63861,0.81498,,
1297,0.74547,0.80678,,
1298,0.66498,0.80447,,
1299,0.94995,0.74307,,
1300,0.44431,0.8892,,
1301,0.59717,0.84052,,
1302,0.59254,0.84123,,
1303,0.50182,0.85989,,
1304,0.4553,0.87481,,
1305,0.73408,0.79392,,
1306,0.88782,0.75803,,
1307,1.03584,0.73861,,
1308,0.55452,0.86392,,
1309,0.70619,0.80924,,
1310,0.45202,0.88196,,
1311,5.97227,0.51519,,
1312,0.91322,0.77452,,
1313,0.73176,0.79012,,
1314,0.75314,0.79046,,
1315,0.28817,0.94278,,
1316,0.67754,0.81188,,
1317,0.63699,0.81406,,
1318,0.49864,0.86509,,
1319,0.7222,0.82529,,
1320,0.62034,0.81751,,
1321,1.29722,0.68735,,
1322,0.60641,0.83115,,
1323,0.95053,0.76521,,
1324,0.52849,0.86164,,
1325,0.83247,0.77945,,
1326,0.67249,0.82494,,
1327,0.93382,0.75424,,
1328,0.40233,0.89211,,
1329,5.92853,0.55523,,
1330,0.95507,0.75754,,
1331,0.35009,0.90923,,
1332,0.74175,0.79582,,
1333,0.83614,0.77956,,
1334,0.48181,0.87097,,
1335,0.53268,0.85567,,
1336,0.48734,0.88368,,
1337,0.58187,0.84615,,
1338,0.63484,0.84663,,
1339,0.94482,0.74785,,
1340,0.73795,0.80793,,
1341,0.46202,0.88597,,
1342,0.59187,0.83085,,
1343,0.74955,0.79778,,
1344,0.76473,0.79308,,
1345,0.57526,0.83985,,
1346,0.60655,0.83831,,
1347,0.57309,0.86313,,
1348,0.51198,0.86325,,
1349,0.53212,0.85317,,
1350,0.76297,0.79373,,
1351,0.77745,0.78338,,
1352,0.51696,0.87246,,
1353,0.81218,0.75358,,
1354,0.7571,0.76499,,
1355,0.81344,0.77578,,
1356,0.52317,0.86184,,
1357,0.49597,0.86992,,
1358,0.901,0.77075,,
1359,0.884,0.78374,,
1360,0.53781,0.84681,,
1361,0.44116,0.88623,,
1362,0.59324,0.82535,,
1363,0.61938,0.84851,,
1364,0.4538,0.87837,,
1365,0.52096,0.85714,,
1366,0.80733,0.78969,,
1367,0.52185,0.86598,,
1368,0.41974,0.88864,,
1369,1.48987,0.65199,,
1370,0.71578,0.80457,,
1371,0.52132,0.86285,,
1372,0.61117,0.84631,,
1373,0.25753,0.93218,,
1374,0.94183,0.75944,,
1375,0.58533,0.866,,
1376,0.33101,0.91101,,
1377,0.76631,0.80466,,
1378,1.00841,0.74986,,
1379,0.38837,0.89888,,
1380,0.95066,0.75744,,
1381,0.41737,0.89974,,
1382,0.37801,0.89561,,
1383,0.41591,0.88825,,
1384,0.73823,0.81591,,
1385,0.80172,0.80129,,
1386,0.75674,0.81171,,
1387,0.29397,0.9183,,
1388,0.55369,0.84275,,
1389,0.58134,0.84939,,
1390,0.78655,0.77671,,
1391,0.36466,0.90192,,
1392,0.81403,0.77463,,
1393,0.8141,0.79152,,
1394,0.62033,0.84268,,
1395,0.39183,0.88332,,
1396,0.46244,0.87118,,
1397,0.84103,0.78976,,
1398,0.7977,0.78633,,
1399,0.64673,0.82868,,
1400,1.63046,0.61702,,
1401,0.91123,0.76231,,
1402,0.63738,0.83634,,
1403,0.37695,0.89531,,
1404,0.83675,0.78028,,
1405,0.59108,0.85797,,
1406,1.01931,0.75265,,
1407,0.65503,0.84218,,
1408,0.8275,0.77846,,
1409,0.38909,0.88469,,
1410,0.52523,0.87028,,
1411,0.54238,0.87879,,
1412,0.38009,0.89778,,
1413,0.70953,0.80193,,
1414,0.41264,0.89246,,
1415,0.97534,0.74363,,
1416,0.54462,0.86388,,
1417,0.59157,0.85407,,
1418,0.35272,0.90298,,
1419,0.53949,0.87049,,
1420,0.76457,0.80195,,
1421,0.51084,0.85352,,
1422,0.62703,0.84584,,
1423,0.46104,0.88587,,
1424,0.65037,0.83209,,
1425,0.82429,0.80101,,
1426,0.58239,0.85425,,
1427,0.55787,0.85277,,
1428,0.60773,0.85612,,
1429,0.59433,0.85387,,
1430,0.36807,0.9082,,
1431,0.98242,0.76825,,
1432,0.25824,0.93891,,
1433,0.34716,0.9084,,
1434,0.54862,0.86224,,
1435,0.41013,0.89213,,
1436,0.42007,0.89033,,
1437,0.48643,0.87857,,
1438,0.41214,0.88535,,
1439,1.02633,0.74732,,
1440,0.35086,0.89901,,
1441,1.2822,0.68971,,
1442,0.8009,0.77892,,
1443,0.43962,0.87706,,
1444,1.11019,0.75267,,
1445,1.2561,0.70588,,
1446,0.59805,0.85452,,
1447,0.9919,0.74449,,
1448,0.33571,0.91159,,
1449,0.34603,0.91566,,
1450,0.53793,0.85155,,
1451,0.5975,0.83412,,
1452,0.61973,0.82563,,
1453,0.35779,0.91018,,
1454,0.45515,0.87562,,
1455,1.00168,0.74111,,
1456,0.83816,0.79289,,
1457,0.52809,0.84798,,
1458,0.35068,0.90662,,
1459,0.34738,0.90358,,
1460,0.56909,0.85264,,
1461,0.20903,0.95262,,
1462,0.90536,0.78223,,
1463,0.41212,0.88984,,
1464,0.41919,0.89828,,
1465,0.8323,0.79331,,
1466,0.48447,0.86864,,
1467,0.45369,0.88114,,
1468,0.30371,0.92086,,
1469,0.95701,0.75158,,
1470,0.82646,0.79763,,
1471,0.4717,0.86511,,
1472,0.86639,0.78467,,
1473,0.79164,0.78397,,
1474,0.48397,0.869,,
1475,0.55541,0.85697,,
1476,0.29021,0.92137,,
1477,0.80611,0.81465,,
1478,0.35606,0.90903,,
1479,0.33172,0.91479,,
1480,0.33852,0.91761,,
1481,0.78219,0.80488,,
1482,0.65324,0.83209,,
1483,0.32732,0.9164,,
1484,0.66809,0.84663,,
1485,0.57949,0.85144,,
1486,0.54538,0.86261,,
1487,0.44084,0.89021,,
1488,0.63184,0.83946,,
1489,0.90508,0.80944,,
1490,0.58144,0.84511,,
1491,0.5129,0.86194,,
1492,0.84649,0.79156,,
1493,0.3791,0.90244,,
1494,0.27523,0.93115,,
1495,0.51254,0.86232,,
1496,0.5252,0.84764,,
1497,1.03171,0.77628,,
1498,0.60436,0.85446,,
1499,0.75377,0.80606,,
1500,0.45125,0.89374,,
1501,0.37526,0.90229,,
1502,0.50172,0.88617,,
1503,0.69298,0.83287,,
1504,0.53212,0.86428,,
1505,0.53983,0.86437,,
1506,2.37334,0.50725,,
